"Word","FREQcount","CDcount","FREQlow","CDlow","FREQlemma","SUBTLEXWF","Lg10WF","SUBTLEXCD","Lg10CD","nl","oPE","Npix","OLD20","CN","Freq"
"mintz",12,4,0,0,12,0.2744,1.1139,0.0496,0.699,5,552.806003958849,783.686274509804,1.85,3,0.699
"joeys",12,4,0,0,12,0.2744,1.1139,0.0496,0.699,5,610.803284247152,803.749019607843,2,0,0.699
"jenks",12,4,0,0,12,0.2744,1.1139,0.0496,0.699,5,563.38401903088,816.913725490196,1.9,1,0.699
"crain",12,4,0,0,12,0.2744,1.1139,0.0496,0.699,5,504.3869304716,729.027450980392,1.85,3,0.699
"carbo",12,4,0,0,12,0.2744,1.1139,0.0496,0.699,5,495.448301511641,795.850980392157,1.8,2,0.699
"botha",12,4,0,0,12,0.2744,1.1139,0.0496,0.699,5,505.95046467659,851.619607843137,2,0,0.699
"wiles",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,571.968350509058,758.607843137255,1.65,6,0.7782
"tabby",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,588.276489228557,880.741176470588,2,0,0.7782
"stell",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,596.843872216157,728.352941176471,1.7,4,0.7782
"pasha",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,498.581572710569,884.725490196078,1.8,3,0.7782
"may's",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,636.379509848303,731.717647058824,1.6,6,0.7782
"lundy",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,617.602897238569,833.003921568627,1.8,2,0.7782
"elkin",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,580.905997745409,771.870588235294,1.9,2,0.7782
"cadiz",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,508.927485598132,778.976470588235,2,0,0.7782
"baldy",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,615.363525328646,878.494117647059,1.9,2,0.7782
"avila",12,5,0,0,12,0.2744,1.1139,0.062,0.7782,5,571.298617953293,715.549019607843,1.95,1,0.7782
"unger",12,6,0,0,12,0.2744,1.1139,0.0743,0.8451,5,523.58887616613,823.56862745098,1.65,5,0.8451
"pappy",12,6,0,0,12,0.2744,1.1139,0.0743,0.8451,5,649.357690020327,982.4,1.8,4,0.8451
"ester",12,6,0,0,12,0.2744,1.1139,0.0743,0.8451,5,483.106441562592,753.870588235294,1.55,3,0.8451
"earle",12,6,0,0,12,0.2744,1.1139,0.0743,0.8451,5,503.918179639443,751.011764705882,1.8,2,0.8451
"cupid",12,6,0,0,12,0.2744,1.1139,0.0743,0.8451,5,575.283970210991,839.847058823529,2.6,0,0.8451
"thuls",12,7,0,0,12,0.2744,1.1139,0.0867,0.9031,5,547.100521041372,774.486274509804,2.05,0,0.9031
"earls",12,7,0,0,12,0.2744,1.1139,0.0867,0.9031,5,502.062475257192,746.580392156863,1.9,2,0.9031
"rapid",12,8,0,0,12,0.2744,1.1139,0.0991,0.9542,5,574.437667651941,839.329411764706,1.9,0,0.9542
"perth",12,8,0,0,12,0.2744,1.1139,0.0991,0.9542,5,540.11026371617,839.972549019608,1.95,1,0.9542
"haifa",12,8,0,0,12,0.2744,1.1139,0.0991,0.9542,5,520.056501477911,801.309803921569,2,0,0.9542
"advil",12,8,0,0,12,0.2744,1.1139,0.0991,0.9542,5,613.049583255665,758.03137254902,2.05,1,0.9542
"nikes",12,9,0,0,12,0.2744,1.1139,0.1115,1,5,507.3780452516,794.388235294118,1.9,2,1
"magus",12,9,0,0,12,0.2744,1.1139,0.1115,1,5,543.243538465635,893.941176470588,1.85,2,1
"exxon",12,9,0,0,12,0.2744,1.1139,0.1115,1,5,501.397672622693,783.670588235294,2.5,0,1
"dolby",12,9,0,0,12,0.2744,1.1139,0.1115,1,5,639.871662272876,874.705882352941,1.95,1,1
"vixen",12,10,0,0,12,0.2744,1.1139,0.1239,1.0414,5,533.329990502312,732.219607843137,1.95,1,1.0414
"shamu",12,10,0,0,12,0.2744,1.1139,0.1239,1.0414,5,530.353724069981,869.278431372549,2,0,1.0414
"seans",12,10,0,0,12,0.2744,1.1139,0.1239,1.0414,5,434.311749616097,800.38431372549,1.6,5,1.0414
"llefs",12,10,0,0,12,0.2744,1.1139,0.1239,1.0414,5,607.914307778339,746.627450980392,2,0,1.0414
"u._en",12,11,0,0,12,0.2744,1.1139,0.1363,1.0792,5,632.716074170727,571.721568627451,2.65,2,1.0792
"timex",12,11,0,0,12,0.2744,1.1139,0.1363,1.0792,5,569.974949182933,789.039215686274,2.3,0,1.0792
"kents",12,11,0,0,12,0.2744,1.1139,0.1363,1.0792,5,484.634539628436,810.807843137255,1.85,3,1.0792
"enron",12,11,0,0,12,0.2744,1.1139,0.1363,1.0792,5,474.086828393648,779.98431372549,2,0,1.0792
"droll",12,1,2,0,12,0.2744,1.1139,0.0124,0.301,5,633.19282081325,763.901960784314,1.9,2,0.301
"shes",12,1,3,0,12,0.2744,1.1139,0.0124,0.301,5,629.171837136846,822.054901960784,1.9,2,0.301
"shiro",12,2,1,1,12,0.2744,1.1139,0.0248,0.4771,5,532.370658358409,763.803921568627,1.85,1,0.4771
"solly",12,5,1,1,12,0.2744,1.1139,0.062,0.7782,5,630.778947088115,762.258823529412,1.75,2,0.7782
"chess",12,5,1,1,12,0.2744,1.1139,0.062,0.7782,5,469.516688413708,808.423529411765,1.7,4,0.7782
"coast",12,7,1,1,12,0.2744,1.1139,0.0867,0.9031,5,471.538002290096,763.847058823529,1.95,1,0.9031
"farsi",12,9,1,1,12,0.2744,1.1139,0.1115,1,5,539.939402977126,738.356862745098,1.95,1,1
"funny",12,11,1,1,12,0.2744,1.1139,0.1363,1.0792,5,571.330785822704,818.992156862745,1.95,1,1.0792
"bamba",12,6,2,1,12,0.2744,1.1139,0.0743,0.8451,5,535.85904898854,930.549019607843,1.55,7,0.8451
"salam",12,8,2,1,12,0.2744,1.1139,0.0991,0.9542,5,553.719606955503,824.290196078431,1.7,3,0.9542
"jolly",12,6,3,1,12,0.2744,1.1139,0.0743,0.8451,5,720.526317471307,754.282352941176,1.8,3,0.8451
"kohai",12,1,8,1,12,0.2744,1.1139,0.0124,0.301,5,536.854685377999,823.411764705882,2,0,0.301
"alter",12,4,2,2,12,0.2744,1.1139,0.0496,0.699,5,542.533129177429,732.498039215686,1.9,2,0.699
"ha-ha",12,11,2,2,12,0.2744,1.1139,0.1363,1.0792,5,524.023593321439,759.109803921569,1.9,0,1.0792
"mensa",12,9,3,2,12,0.2744,1.1139,0.1115,1,5,485.970186136926,853,1.9,1,1
"orbit",12,5,7,2,12,0.2744,1.1139,0.062,0.7782,5,557.245553395645,758.164705882353,2.2,1,0.7782
"oempa",12,2,12,2,12,0.2744,1.1139,0.0248,0.4771,5,545.052400607142,904.556862745098,2.25,0,0.4771
"magna",12,9,3,3,12,0.2744,1.1139,0.1115,1,5,541.470563381532,912.235294117647,1.95,1,1
"moven",12,8,4,3,12,0.2744,1.1139,0.0991,0.9542,5,529.515234468617,823.588235294118,1.9,1,0.9542
"those",12,7,7,4,12,0.2744,1.1139,0.0867,0.9031,5,497.322158016669,808.603921568627,1.95,1,0.9031
"11000",12,4,12,4,12,0.2744,1.1139,0.0496,0.699,5,745.060662707817,827.635294117647,1.75,5,0.699
"bitte",12,11,7,6,12,0.2744,1.1139,0.1363,1.0792,5,537.035350926247,770.674509803922,1.55,6,1.0792
"leche",12,6,12,6,12,0.2744,1.1139,0.0743,0.8451,5,523.085346044257,790.337254901961,2,0,0.8451
"stom.",12,7,12,7,12,0.2744,1.1139,0.0867,0.9031,5,596.256975474663,699.298039215686,1.85,3,0.9031
"vuur.",12,12,8,8,12,0.2744,1.1139,0.1487,1.1139,5,567.522324891931,598.643137254902,2.35,0,1.1139
"quite",12,8,12,8,12,0.2744,1.1139,0.0991,0.9542,5,547.182343177198,794.003921568627,1.95,1,0.9542
"broed",12,10,10,9,12,0.2744,1.1139,0.1239,1.0414,5,532.594347544359,855.239215686275,1.8,2,1.0414
"grata",12,10,11,9,12,0.2744,1.1139,0.1239,1.0414,5,535.585036259864,814.250980392157,1.9,1,1.0414
"todat",12,11,10,10,12,0.2744,1.1139,0.1363,1.0792,5,523.953926450616,810.298039215686,1.95,1,1.0792
"deze.",12,12,10,10,12,0.2744,1.1139,0.1487,1.1139,5,524.982288143868,701.176470588235,2,0,1.1139
"mens.",12,11,11,10,12,0.2744,1.1139,0.1363,1.0792,5,546.393841592771,723.360784313726,1.9,1,1.0792
"combi",12,11,11,10,12,0.2744,1.1139,0.1363,1.0792,5,575.353306881829,836.337254901961,1.95,0,1.0792
"90210",12,10,12,10,12,0.2744,1.1139,0.1239,1.0414,5,752.5115223817,855.047058823529,2.55,0,1.0414
"slag.",12,12,12,12,12,0.2744,1.1139,0.1487,1.1139,5,619.528390985185,700.125490196078,1.95,1,1.1139
"rond.",12,12,12,12,12,0.2744,1.1139,0.1487,1.1139,5,556.433151368288,692.211764705882,1.75,4,1.1139
"frigo",12,12,12,12,12,0.2744,1.1139,0.1487,1.1139,5,614.416943164771,792.658823529412,2,0,1.1139
"04:30",12,12,12,12,12,0.2744,1.1139,0.1487,1.1139,5,715.38108096113,764.972549019608,1.7,6,1.1139
"09:00",12,12,12,12,12,0.2744,1.1139,0.1487,1.1139,5,742.634690526278,818.423529411765,1.6,8,1.1139
"06:00",12,12,12,12,12,0.2744,1.1139,0.1487,1.1139,5,712.454811422078,818.709803921569,1.65,7,1.1139
"truvy",12,1,0,0,13,0.2744,1.1139,0.0124,0.301,5,602.697906070532,736.470588235294,2.5,0,0.301
"repet",12,1,0,0,13,0.2744,1.1139,0.0124,0.301,5,520.004874887936,810.976470588235,1.85,2,0.301
"khmer",12,4,0,0,13,0.2744,1.1139,0.0496,0.699,5,567.904618361605,879.647058823529,2,0,0.699
"dalia",12,4,0,0,13,0.2744,1.1139,0.0496,0.699,5,554.110087964565,789.23137254902,1.75,3,0.699
"phils",12,8,0,0,13,0.2744,1.1139,0.0991,0.9542,5,595.20223861387,820.552941176471,1.9,1,0.9542
"lou's",12,10,0,0,13,0.2744,1.1139,0.1239,1.0414,5,591.017468644315,624.949019607843,1.95,1,1.0414
"hound",12,8,1,1,13,0.2744,1.1139,0.0991,0.9542,5,510.042388091497,868.270588235294,1.9,2,0.9542
"fight",12,11,2,2,13,0.2744,1.1139,0.1363,1.0792,5,627.530560363575,834.164705882353,1.9,1,1.0792
"zloty",12,2,12,2,13,0.2744,1.1139,0.0248,0.4771,5,607.385602570589,755.972549019608,2.65,0,0.4771
"rehab",12,3,11,3,13,0.2744,1.1139,0.0372,0.6021,5,508.271261062143,844.396078431373,1.95,0,0.6021
"fagot",12,6,10,5,13,0.2744,1.1139,0.0743,0.8451,5,567.477186909168,838.603921568627,1.95,1,0.8451
"husky",12,8,3,3,14,0.2744,1.1139,0.0991,0.9542,5,572.817919562573,863.635294117647,2,0,0.9542
"flets",12,12,10,10,14,0.2744,1.1139,0.1487,1.1139,5,569.368400216582,755.062745098039,1.85,2,1.1139
"spaan",12,11,12,11,14,0.2744,1.1139,0.1363,1.0792,5,498.564872757614,858.635294117647,2,0,1.0792
"taser",12,10,8,8,16,0.2744,1.1139,0.1239,1.0414,5,471.274089065232,755.01568627451,1.7,4,1.0414
"fluim",12,10,8,8,16,0.2744,1.1139,0.1239,1.0414,5,652.918527592114,781.447058823529,2.3,0,1.0414
"dingo",12,8,5,4,17,0.2744,1.1139,0.0991,0.9542,5,580.894454948117,867.811764705882,1.95,1,0.9542
"ceder",12,9,7,6,17,0.2744,1.1139,0.1115,1,5,491.409733798454,803.537254901961,1.85,2,1
"smous",12,9,11,8,19,0.2744,1.1139,0.1115,1,5,513.137572675063,832.062745098039,2,0,1
"tales",12,10,0,0,20,0.2744,1.1139,0.1239,1.0414,5,503.331675232338,756.447058823529,1.5,8,1.0414
"lemen",12,6,12,6,24,0.2744,1.1139,0.0743,0.8451,5,552.154301032319,829.337254901961,2,0,0.8451
"turen",12,12,12,12,25,0.2744,1.1139,0.1487,1.1139,5,483.981338375096,751.396078431373,1.6,5,1.1139
"pover",12,11,12,11,27,0.2744,1.1139,0.1363,1.0792,5,537.60215517624,796.792156862745,1.85,1,1.0792
"niner",12,7,2,2,37,0.2744,1.1139,0.0867,0.9031,5,492.494474476074,747.694117647059,1.8,1,0.9031
"spijs",12,11,12,11,38,0.2744,1.1139,0.1363,1.0792,5,613.051754409324,801.666666666667,1.9,2,1.0792
"tiert",12,12,12,12,41,0.2744,1.1139,0.1487,1.1139,5,539.990868017647,704.854901960784,1.8,3,1.1139
"stolt",12,12,12,12,45,0.2744,1.1139,0.1487,1.1139,5,560.509821674256,734.145098039216,1.7,4,1.1139
"riten",12,10,12,10,49,0.2744,1.1139,0.1239,1.0414,5,516.006250721203,726.274509803922,1.8,2,1.0414
"slipt",12,11,12,11,50,0.2744,1.1139,0.1363,1.0792,5,613.037619719685,773.043137254902,1.9,1,1.0792
"stoof",12,9,10,8,59,0.2744,1.1139,0.1115,1,5,539.898254023202,776.725490196078,1.9,1,1
"wisse",12,12,12,12,60,0.2744,1.1139,0.1487,1.1139,5,525.084815238906,781.125490196078,1.75,3,1.1139
"faire",12,9,12,9,86,0.2744,1.1139,0.1115,1,5,531.186037511428,742.788235294118,1.85,2,1
"matst",12,12,12,12,103,0.2744,1.1139,0.1487,1.1139,5,528.926860703539,813.066666666667,1.95,1,1.1139
"werft",12,10,10,8,118,0.2744,1.1139,0.1239,1.0414,5,563.196390878669,777.788235294118,1.8,3,1.0414
"wierf",12,9,11,8,118,0.2744,1.1139,0.1115,1,5,593.620674779645,761.36862745098,2,0,1
"julii",12,4,0,0,133,0.2744,1.1139,0.0496,0.699,5,667.675026407123,686.160784313725,2.45,0,0.699
"breit",12,10,12,10,137,0.2744,1.1139,0.1239,1.0414,5,538.332087094684,760.807843137255,1.85,2,1.0414
"aasde",12,11,12,11,148,0.2744,1.1139,0.1363,1.0792,5,469.21477556165,846.682352941176,1.9,2,1.0792
"nakom",12,12,12,12,200,0.2744,1.1139,0.1487,1.1139,5,542.037523855173,880.439215686275,1.95,0,1.1139
"heils",12,12,4,4,231,0.2744,1.1139,0.1487,1.1139,5,531.787597972643,767.878431372549,1.95,1,1.1139
"netje",12,11,11,10,259,0.2744,1.1139,0.1363,1.0792,5,540.883444731446,777.180392156863,1.8,3,1.0792
"knokt",12,11,12,11,294,0.2744,1.1139,0.1363,1.0792,5,547.483586752945,838.247058823529,1.8,2,1.0792
"afkom",12,11,12,11,349,0.2744,1.1139,0.1363,1.0792,5,605.589288028475,877.294117647059,2.45,0,1.0792
"vager",12,12,12,12,580,0.2744,1.1139,0.1487,1.1139,5,541.538307636318,801.564705882353,1.95,1,1.1139
"heets",12,11,12,11,1770,0.2744,1.1139,0.1363,1.0792,5,464.103879849812,811.247058823529,1.8,3,1.0792
"wilds",12,11,11,10,2079,0.2744,1.1139,0.1363,1.0792,5,611.254568210262,802.235294117647,1.85,3,1.0792
"ziele",12,11,12,11,4331,0.2744,1.1139,0.1363,1.0792,5,533.127182027179,724.160784313725,1.9,2,1.0792
"zegde",12,12,12,12,180901,0.2744,1.1139,0.1487,1.1139,5,527.44712805901,883.329411764706,1.9,1,1.1139
"wooby",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,601.156587578444,875.109803921569,1.95,1,0.301
"trine",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,521.327276116422,726.274509803922,1.85,3,0.301
"tonik",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,539.650067904029,777.662745098039,1.9,2,0.301
"tomin",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,555.053568733967,800.196078431373,1.9,2,0.301
"tolik",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,595.845894247242,747.807843137255,1.95,1,0.301
"ticky",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,613.110135896821,778.529411764706,1.75,1,0.301
"swink",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,571.300347065037,814.113725490196,1.8,2,0.301
"sagat",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,512.056350580069,838.2,1.9,1,0.301
"ripps",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,593.04826068046,842.8,1.95,0,0.301
"purty",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,597.709967246292,819.2,1.95,1,0.301
"preed",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,547.532788325833,873.117647058824,2,0,0.301
"pooka",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,533.261418972296,879.380392156863,2,0,0.301
"okelo",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,563.020749340931,798.611764705882,2.45,0,0.301
"nejim",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,618.464074774319,808.945098039216,2.5,0,0.301
"melot",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,571.181262038541,805.274509803922,1.95,1,0.301
"marni",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,542.948029007891,794.117647058824,1.75,3,0.301
"marji",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,626.633414108061,778.803921568627,1.75,3,0.301
"liyah",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,640.360216227731,791.490196078431,2.2,0,0.301
"jonjo",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,635.496290575986,778,1.95,1,0.301
"iñaki",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,584.044474032257,791.792156862745,2.5,1,0.301
"håkan",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,527.273316823334,912.545098039216,2.55,0,0.301
"hobie",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,517.608713018933,834.054901960784,1.75,4,0.301
"groat",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,546.591175139137,810.462745098039,1.95,0,0.301
"ghazi",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,561.612796137015,834.909803921569,1.95,1,0.301
"erali",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,563.162873805022,716.078431372549,2,0,0.301
"emrys",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,592.94665850043,838.603921568627,2.35,0,0.301
"elora",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,531.751041638928,748.36862745098,1.9,0,0.301
"eetla",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,511.655688404832,760.878431372549,2,0,0.301
"ditka",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,571.166786497306,822.172549019608,1.85,2,0.301
"clank",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,552.169046414401,791.043137254902,1.95,1,0.301
"cinny",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,557.008743198502,777.203921568627,1.9,2,0.301
"bòday",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,585.296445024365,924.592156862745,2.55,0,0.301
"anwyn",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,580.636084112232,849.905882352941,2.5,0,0.301
"ampco",13,1,0,0,13,0.2973,1.1461,0.0124,0.301,5,565.048871372904,887.650980392157,2.7,0,0.301
"vadim",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,601.651331895366,833.164705882353,2,0,0.4771
"thena",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,490.049950736293,819.729411764706,1.75,4,0.4771
"ruddy",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,607.610291232835,872.294117647059,1.85,2,0.4771
"roshi",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,527.618773466833,763.803921568627,1.85,3,0.4771
"pelle",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,589.542429810312,803.972549019608,1.7,3,0.4771
"pacha",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,500.622034635493,872.250980392157,1.8,3,0.4771
"moony",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,576.809096476979,869.035294117647,1.9,1,0.4771
"majid",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,646.893040058939,850.811764705882,1.95,1,0.4771
"maceo",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,493.174917228095,834.976470588235,1.9,2,0.4771
"leora",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,524.309665450607,748.36862745098,1.9,1,0.4771
"korok",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,539.499345813472,822.83137254902,1.95,0,0.4771
"ivory",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,623.180701053622,727.219607843137,2.3,0,0.4771
"goody",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,609.676590418874,915.23137254902,1.65,7,0.4771
"golan",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,556.415998721806,833.313725490196,1.75,4,0.4771
"flyte",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,648.422036410762,777.529411764706,1.95,1,0.4771
"dione",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,521.38949040911,814.152941176471,1.85,0,0.4771
"chaya",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,548.002368208487,837.611764705882,1.85,1,0.4771
"avril",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,599.457085541324,686.023529411765,2,0,0.4771
"alejo",13,2,0,0,13,0.2973,1.1461,0.0248,0.4771,5,603.325555881021,764.341176470588,2.35,0,0.4771
"welse",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,538.279279951002,793.541176470588,1.65,4,0.6021
"soult",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,530.290045180589,742.847058823529,1.85,2,0.6021
"peeps",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,525.604834056755,906.113725490196,1.95,1,0.6021
"orlov",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,568.549044461605,714.525490196078,2.2,1,0.6021
"nikko",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,566.482732848685,821.827450980392,1.95,1,0.6021
"laika",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,566.06067335943,771.254901960784,1.85,2,0.6021
"helén",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,518.714902493364,831.964705882353,1.95,1,0.6021
"condé",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,499.291612742878,853.996078431373,1.95,1,0.6021
"beate",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,471.423110448344,825.266666666667,1.65,5,0.6021
"barto",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,499.852285214674,794.243137254902,1.65,5,0.6021
"adlai",13,3,0,0,13,0.2973,1.1461,0.0372,0.6021,5,576.011098980108,789.23137254902,2.15,1,0.6021
"pansy",13,4,0,0,13,0.2973,1.1461,0.0496,0.699,5,550.300599153196,875.525490196078,1.9,2,0.699
"lowry",13,4,0,0,13,0.2973,1.1461,0.0496,0.699,5,647.964567411392,784.98431372549,2,0,0.699
"lando",13,4,0,0,13,0.2973,1.1461,0.0496,0.699,5,543.474332277048,823.282352941176,1.65,7,0.699
"kovac",13,4,0,0,13,0.2973,1.1461,0.0496,0.699,5,516.07115277075,782.388235294118,2.3,2,0.699
"drazi",13,4,0,0,13,0.2973,1.1461,0.0496,0.699,5,543.367610221998,767.501960784314,2,0,0.699
"crush",13,4,0,0,13,0.2973,1.1461,0.0496,0.699,5,503.810111930693,774.662745098039,1.95,0,0.699
"tim's",13,5,0,0,13,0.2973,1.1461,0.062,0.7782,5,629.342058779148,659.090196078431,1.9,2,0.7782
"moons",13,5,0,0,13,0.2973,1.1461,0.062,0.7782,5,502.095951499658,846.56862745098,1.85,3,0.7782
"hakim",13,5,0,0,13,0.2973,1.1461,0.062,0.7782,5,580.055700831713,874.239215686275,1.95,0,0.7782
"dayle",13,5,0,0,13,0.2973,1.1461,0.062,0.7782,5,598.253779990946,841.054901960784,1.85,2,0.7782
"basel",13,5,0,0,13,0.2973,1.1461,0.062,0.7782,5,517.443760374226,812.4,1.9,2,0.7782
"torah",13,6,0,0,13,0.2973,1.1461,0.0743,0.8451,5,504.950166431444,785.8,1.9,1,0.8451
"nords",13,6,0,0,13,0.2973,1.1461,0.0743,0.8451,5,490.243328983924,816.274509803922,1.85,3,0.8451
"lenox",13,6,0,0,13,0.2973,1.1461,0.0743,0.8451,5,528.874025155558,767.61568627451,2,0,0.8451
"hyman",13,6,0,0,13,0.2973,1.1461,0.0743,0.8451,5,597.20618503626,904.462745098039,1.8,2,0.8451
"gwens",13,6,0,0,13,0.2973,1.1461,0.0743,0.8451,5,543.268669169795,877.054901960784,1.95,0,0.8451
"bunky",13,6,0,0,13,0.2973,1.1461,0.0743,0.8451,5,578.401588865514,879.41568627451,1.95,1,0.8451
"pammy",13,7,0,0,13,0.2973,1.1461,0.0867,0.9031,5,656.102076176781,972.529411764706,1.9,2,0.9031
"kauai",13,7,0,0,13,0.2973,1.1461,0.0867,0.9031,5,508.401977649367,788.392156862745,1.95,0,0.9031
"gecko",13,7,0,0,13,0.2973,1.1461,0.0867,0.9031,5,541.242001082913,864.956862745098,2,0,0.9031
"mr._t",13,8,0,0,13,0.2973,1.1461,0.0991,0.9542,5,720.50662619054,579.917647058823,2.3,2,0.9542
"jay-z",13,8,0,0,13,0.2973,1.1461,0.0991,0.9542,5,660.280938051998,686.447058823529,2.85,0,0.9542
"dijon",13,8,0,0,13,0.2973,1.1461,0.0991,0.9542,5,613.009254475896,801.745098039216,1.95,0,0.9542
"ninth",13,9,0,0,13,0.2973,1.1461,0.1115,1,5,524.308190202292,786.556862745098,2,0,1
"myrna",13,9,0,0,13,0.2973,1.1461,0.1115,1,5,594.962069608287,847.086274509804,1.95,1,1
"faris",13,9,0,0,13,0.2973,1.1461,0.1115,1,5,523.832047151137,738.356862745098,1.8,3,1
"seoul",13,11,0,0,13,0.2973,1.1461,0.1363,1.0792,5,519.068653192376,761.360784313726,2.2,0,1.0792
"faust",13,11,0,0,13,0.2973,1.1461,0.1363,1.0792,5,511.342859425345,773.345098039216,1.75,0,1.0792
"camus",13,11,0,0,13,0.2973,1.1461,0.1363,1.0792,5,494.148204759495,823.376470588235,1.8,3,1.0792
"basic",13,11,0,0,13,0.2973,1.1461,0.1363,1.0792,5,492.503144888557,787.509803921569,1.95,1,1.0792
"trump",13,12,0,0,13,0.2973,1.1461,0.1487,1.1139,5,603.306377652917,849.349019607843,1.95,1,1.1139
"tiber",13,12,0,0,13,0.2973,1.1461,0.1487,1.1139,5,544.42861555668,760.807843137255,1.9,1,1.1139
"john.",13,12,0,0,13,0.2973,1.1461,0.1487,1.1139,5,620.141195998544,693.552941176471,2.2,1,1.1139
"bmw's",13,13,0,0,13,0.2973,1.1461,0.1611,1.1461,5,645.751236918488,769.701960784314,2.35,0,1.1461
"loach",13,5,1,0,13,0.2973,1.1461,0.062,0.7782,5,534.476492779094,788.839215686275,1.8,3,0.7782
"menos",13,2,1,1,13,0.2973,1.1461,0.0248,0.4771,5,488.601324350473,849.211764705882,1.95,0,0.4771
"blunt",13,5,1,1,13,0.2973,1.1461,0.062,0.7782,5,555.522280510212,790.266666666667,1.8,2,0.7782
"manta",13,6,1,1,13,0.2973,1.1461,0.0743,0.8451,5,503.233751409119,840.062745098039,1.85,2,0.8451
"we're",13,11,1,1,13,0.2973,1.1461,0.1363,1.0792,5,582.220850531249,660.129411764706,1.95,0,1.0792
"flame",13,11,1,1,13,0.2973,1.1461,0.1363,1.0792,5,605.252033126514,827.337254901961,1.95,0,1.0792
